".id","pCorrect","pPredicted","tp","tn","fp","fn","accuracy","precision","recall","f1","kappa"
NA,0.515775034293553,0.378600823045267,0.312757201646091,0.41838134430727,0.065843621399177,0.203017832647462,0.731138545953361,0.826086956521739,0.606382978723404,0.699386503067485,0.466364899386008
